orderid,customerid,noguest,tableno,intime,outtime,dinetypeid,paymentid,total,discount,netpay,vat,isposted,username
1636,ZF1,4,5,2002-08-22 18:52:00,2002-08-22 20:40:00,EI,VISA,860.00,0.00,860.00,56.26,false,dbo
1637,ZF1,1,3,2002-08-22 19:00:00,2002-08-22 20:02:00,EI,AMEX,255.00,0.00,255.00,16.68,false,dbo
1638,PJ1,1,1,2002-08-22 19:01:00,2002-08-22 20:56:00,EI,CASH,560.00,0.00,560.00,36.64,false,dbo
1639,ZM1,3,1,2002-08-22 20:14:00,2002-08-22 22:31:00,EI,CASH,770.00,0.00,770.00,50.37,false,dbo
1640,ZM1,1,0,2002-08-22 20:21:00,2002-08-22 20:34:00,TG,MC,260.00,10.50,249.50,16.32,false,dbo
1641,RH1,3,4,2002-08-23 10:44:00,2002-08-23 12:46:00,EI,CASH,530.00,0.00,530.00,34.67,false,dbo
1642,ZM1,2,3,2002-08-23 11:03:00,2002-08-23 12:37:00,EI,CASH,700.00,0.00,700.00,45.79,false,dbo
1643,ZM1,3,4,2002-08-23 11:48:00,2002-08-23 13:22:00,EI,CASH,1525.00,213.75,1311.25,85.78,false,dbo
1644,PH1,4,5,2002-08-23 11:52:00,2002-08-23 14:06:00,EI,AMEX,120.00,0.00,120.00,7.85,false,dbo
1645,ZM1,6,7,2002-08-23 12:07:00,2002-08-23 12:54:00,EI,MC,1260.00,116.00,1144.00,74.84,false,dbo
1646,ZF1,2,1,2002-08-23 12:17:00,2002-08-23 13:18:00,EI,CHK,50.00,0.00,50.00,3.27,false,dbo
1647,ZM1,3,1,2002-08-23 12:18:00,2002-08-23 13:20:00,EI,CASH,1030.00,0.00,1030.00,67.38,false,dbo
1648,ZF1,3,8,2002-08-23 19:08:00,2002-08-23 20:58:00,EI,CHK,140.00,0.00,140.00,9.16,false,dbo
1649,ZM1,4,2,2002-08-23 19:25:00,2002-08-23 20:25:00,EI,CASH,1160.00,151.50,1008.50,65.98,false,dbo
1650,ZM1,3,3,2002-08-23 19:36:00,2002-08-23 21:56:00,EI,CASH,490.00,0.00,490.00,32.06,false,dbo
1651,ZF1,5,3,2002-08-23 19:36:00,2002-08-23 20:27:00,EI,CHK,1140.00,104.00,1036.00,67.78,false,dbo
1652,AC1,4,5,2002-08-23 19:53:00,2002-08-23 22:12:00,EI,CASH,520.00,0.00,520.00,34.02,false,dbo
1653,ZM1,3,3,2002-08-23 20:03:00,2002-08-23 21:17:00,EI,CHK,590.00,0.00,590.00,38.60,false,dbo
1654,PJ1,3,2,2002-08-23 20:22:00,2002-08-23 21:58:00,EI,CASH,440.00,0.00,440.00,28.79,false,dbo
1655,PH1,3,2,2002-08-23 20:23:00,2002-08-23 21:58:00,EI,VISA,505.00,0.00,505.00,33.04,false,dbo
1656,ZF1,2,3,2002-08-24 10:35:00,2002-08-24 12:29:00,EI,CASH,520.00,0.00,520.00,34.02,false,dbo
1657,ZF1,2,4,2002-08-24 10:46:00,2002-08-24 12:48:00,EI,CASH,600.00,0.00,600.00,39.25,false,dbo
1658,ZM1,2,6,2002-08-24 12:06:00,2002-08-24 13:25:00,EI,CHK,80.00,0.00,80.00,5.23,false,dbo
1659,ZF1,1,2,2002-08-24 12:25:00,2002-08-24 14:23:00,EI,CASH,445.00,0.00,445.00,29.11,false,dbo
1660,ZM1,1,0,2002-08-24 18:29:00,2002-08-24 18:42:00,TG,MC,290.00,14.50,275.50,18.02,false,dbo
1661,ZM1,3,3,2002-08-24 18:36:00,2002-08-24 19:31:00,EI,CASH,270.00,0.00,270.00,17.66,false,dbo
1662,PH1,4,7,2002-08-24 19:07:00,2002-08-24 21:28:00,EI,CASH,435.00,0.00,435.00,28.46,false,dbo
1663,ZM1,4,2,2002-08-24 19:23:00,2002-08-24 20:41:00,EI,MC,1930.00,193.00,1737.00,113.64,false,dbo
1664,ZF1,4,5,2002-08-24 19:54:00,2002-08-24 21:27:00,EI,CASH,1565.00,212.25,1352.75,88.50,false,dbo
1665,ZM1,2,5,2002-08-24 19:56:00,2002-08-24 20:35:00,EI,CASH,440.00,0.00,440.00,28.79,false,dbo
1666,ZM1,4,2,2002-08-24 20:02:00,2002-08-24 21:57:00,EI,MC,1090.00,104.00,986.00,64.50,false,dbo
1667,PJ1,3,5,2002-08-25 10:56:00,2002-08-25 12:20:00,EI,MC,540.00,22.00,518.00,33.89,false,dbo
1668,ZM1,1,4,2002-08-25 11:42:00,2002-08-25 13:37:00,EI,CASH,485.00,0.00,485.00,31.73,false,dbo
1669,ZM1,2,3,2002-08-25 18:32:00,2002-08-25 20:38:00,EI,MC,250.00,12.50,237.50,15.54,false,dbo
1670,ZF1,4,5,2002-08-25 18:53:00,2002-08-25 20:46:00,EI,CASH,340.00,0.00,340.00,22.24,false,dbo
1671,ZF1,2,1,2002-08-25 19:10:00,2002-08-25 21:14:00,EI,MC,910.00,40.50,869.50,56.88,false,dbo
1672,PJ1,3,1,2002-08-25 19:12:00,2002-08-25 20:48:00,EI,CASH,60.00,0.00,60.00,3.93,false,dbo
1673,ZM1,2,3,2002-08-25 19:30:00,2002-08-25 21:42:00,EI,CASH,280.00,0.00,280.00,18.32,false,dbo
1674,PJ1,2,4,2002-08-25 19:40:00,2002-08-25 22:02:00,EI,CHK,300.00,0.00,300.00,19.63,false,dbo
1675,RH1,3,6,2002-08-25 20:06:00,2002-08-25 21:23:00,EI,CASH,740.00,0.00,740.00,48.41,false,dbo
1676,ZM1,1,1,2002-08-26 12:19:00,2002-08-26 13:47:00,EI,CASH,400.00,0.00,400.00,26.17,false,dbo
1677,PJ1,2,5,2002-08-26 18:59:00,2002-08-26 19:46:00,EI,MC,285.00,9.25,275.75,18.04,false,dbo
1678,PH1,5,1,2002-08-26 20:18:00,2002-08-26 22:05:00,EI,CASH,1310.00,181.50,1128.50,73.83,false,dbo
1679,PH1,3,5,2002-08-27 11:05:00,2002-08-27 13:01:00,EI,CASH,430.00,0.00,430.00,28.13,false,dbo
1680,ZM1,1,0,2002-08-27 11:12:00,2002-08-27 11:25:00,TG,MC,1540.00,139.00,1401.00,91.65,false,dbo
1681,PJ1,3,2,2002-08-27 19:25:00,2002-08-27 20:44:00,EI,CASH,120.00,0.00,120.00,7.85,false,dbo
1682,ZF1,3,1,2002-08-27 20:10:00,2002-08-27 21:57:00,EI,CASH,600.00,0.00,600.00,39.25,false,dbo
1683,PH1,5,2,2002-08-28 19:29:00,2002-08-28 20:44:00,EI,CASH,1390.00,201.00,1189.00,77.79,false,dbo
1684,ZM1,6,4,2002-08-28 19:45:00,2002-08-28 21:57:00,EI,VISA,1210.00,106.00,1104.00,72.22,false,dbo
1685,ZM1,1,5,2002-08-29 18:52:00,2002-08-29 21:13:00,EI,MC,450.00,17.50,432.50,28.29,false,dbo
1686,PJ1,1,2,2002-08-29 19:26:00,2002-08-29 20:50:00,EI,CASH,415.00,0.00,415.00,27.15,false,dbo
1687,ZF1,3,1,2002-08-30 11:01:00,2002-08-30 11:31:00,EI,MC,220.00,6.00,214.00,14.00,false,dbo
1688,PJ1,4,9,2002-08-30 11:09:00,2002-08-30 12:06:00,EI,MC,360.00,15.50,344.50,22.54,false,dbo
1689,ZM1,3,1,2002-08-30 11:12:00,2002-08-30 13:32:00,EI,CASH,1410.00,204.00,1206.00,78.90,false,dbo
1690,PJ1,2,5,2002-08-30 18:51:00,2002-08-30 20:29:00,EI,CASH,1030.00,0.00,1030.00,67.38,false,dbo
1691,CS1,3,2,2002-08-30 19:02:00,2002-08-30 20:36:00,EI,MC,470.00,23.50,446.50,29.21,false,dbo
1692,ZF1,2,2,2002-08-30 19:20:00,2002-08-30 21:05:00,EI,MC,240.00,9.50,230.50,15.08,false,dbo
1693,ZF1,3,2,2002-08-30 19:26:00,2002-08-30 21:01:00,EI,CASH,390.00,0.00,390.00,25.51,false,dbo
3278,PJ1,2,3,2003-04-17 10:34:00,2003-04-17 12:14:00,EI,CASH,180.00,0.00,180.00,11.78,false,dbo
3279,PJ1,1,4,2003-04-17 11:43:00,2003-04-17 13:09:00,EI,CASH,360.00,0.00,360.00,23.55,false,dbo
3280,PJ1,1,0,2003-04-17 19:10:00,2003-04-17 19:31:00,TG,MC,480.00,24.00,456.00,29.83,false,dbo
3281,PJ1,1,5,2003-04-18 11:57:00,2003-04-18 13:24:00,EI,CHK,620.00,0.00,620.00,40.56,false,dbo
3282,ZM1,2,3,2003-04-18 12:03:00,2003-04-18 12:59:00,EI,CHK,255.00,0.00,255.00,16.68,false,dbo
3283,ZF1,2,4,2003-04-18 18:43:00,2003-04-18 20:05:00,EI,CASH,300.00,0.00,300.00,19.63,false,dbo
3284,ZF1,2,1,2003-04-18 19:01:00,2003-04-18 19:38:00,EI,MC,130.00,4.00,126.00,8.24,false,dbo
3285,RH1,1,6,2003-04-18 19:06:00,2003-04-18 20:42:00,EI,CASH,120.00,0.00,120.00,7.85,false,dbo
3286,ZF1,2,2,2003-04-18 19:25:00,2003-04-18 21:29:00,EI,MC,330.00,9.00,321.00,21.00,false,dbo
3287,ZM1,2,4,2003-04-18 19:45:00,2003-04-18 21:20:00,EI,CASH,230.00,0.00,230.00,15.05,false,dbo
3288,ZF1,2,5,2003-04-18 19:58:00,2003-04-18 20:30:00,EI,CHK,800.00,0.00,800.00,52.34,false,dbo
3289,ZF1,2,6,2003-04-19 11:06:00,2003-04-19 12:45:00,EI,MC,270.00,8.50,261.50,17.11,false,dbo
3290,PJ1,4,4,2003-04-19 11:42:00,2003-04-19 13:38:00,EI,CHK,540.00,0.00,540.00,35.33,false,dbo
3291,PJ1,4,5,2003-04-19 11:56:00,2003-04-19 13:04:00,EI,VISA,145.00,0.00,145.00,9.49,false,dbo
1734,ZM1,4,3,2002-09-05 19:03:00,2002-09-05 19:56:00,EI,CASH,800.00,0.00,800.00,52.34,false,dbo
1735,PJ1,3,4,2002-09-05 19:46:00,2002-09-05 20:39:00,EI,CASH,240.00,0.00,240.00,15.70,false,dbo
1736,ZF1,1,1,2002-09-05 20:17:00,2002-09-05 21:04:00,EI,CASH,340.00,0.00,340.00,22.24,false,dbo
1737,ZF1,3,3,2002-09-06 10:37:00,2002-09-06 11:39:00,EI,CASH,450.00,0.00,450.00,29.44,false,dbo
1738,PH1,5,4,2002-09-06 10:47:00,2002-09-06 12:20:00,EI,CASH,1230.00,177.00,1053.00,68.89,false,dbo
1739,PJ1,2,5,2002-09-06 10:54:00,2002-09-06 12:50:00,EI,CASH,560.00,0.00,560.00,36.64,false,dbo
1740,ZM1,1,0,2002-09-06 19:16:00,2002-09-06 19:29:00,TG,MC,420.00,21.00,399.00,26.10,false,dbo
1741,PJ1,2,2,2002-09-06 19:28:00,2002-09-06 21:11:00,EI,MC,200.00,10.00,190.00,12.43,false,dbo
1742,ZM1,3,3,2002-09-06 19:35:00,2002-09-06 20:50:00,EI,VISA,2000.00,200.00,1800.00,117.76,false,dbo
1743,ZF1,2,3,2002-09-06 19:35:00,2002-09-06 20:59:00,EI,CASH,340.00,0.00,340.00,22.24,false,dbo
1744,ZM1,2,2,2002-09-07 11:26:00,2002-09-07 12:41:00,EI,MC,220.00,11.00,209.00,13.67,false,dbo
1745,ZF1,3,2,2002-09-07 12:26:00,2002-09-07 14:26:00,EI,CASH,120.00,0.00,120.00,7.85,false,dbo
1746,PJ1,4,2,2002-09-07 12:28:00,2002-09-07 14:42:00,EI,CASH,560.00,0.00,560.00,36.64,false,dbo
1747,ZF1,3,3,2002-09-07 18:34:00,2002-09-07 20:05:00,EI,CASH,140.00,0.00,140.00,9.16,false,dbo
1748,ZF1,1,4,2002-09-07 18:40:00,2002-09-07 19:18:00,EI,CASH,490.00,0.00,490.00,32.06,false,dbo
1749,PJ1,2,4,2002-09-07 18:47:00,2002-09-07 20:18:00,EI,MC,840.00,37.00,803.00,52.53,false,dbo
1750,ZF1,2,1,2002-09-07 19:01:00,2002-09-07 20:36:00,EI,CASH,490.00,0.00,490.00,32.06,false,dbo
1751,ZF1,3,7,2002-09-07 19:07:00,2002-09-07 20:52:00,EI,CHK,40.00,0.00,40.00,2.62,false,dbo
1752,ZM1,3,2,2002-09-07 19:24:00,2002-09-07 21:17:00,EI,MC,320.00,13.50,306.50,20.05,false,dbo
1753,PJ1,2,3,2002-09-07 19:32:00,2002-09-07 21:25:00,EI,CASH,210.00,0.00,210.00,13.74,false,dbo
1754,ZF1,2,3,2002-09-07 19:39:00,2002-09-07 21:23:00,EI,VISA,200.00,0.00,200.00,13.08,false,dbo
1755,ZM1,3,4,2002-09-07 19:46:00,2002-09-07 22:04:00,EI,MC,220.00,11.00,209.00,13.67,false,dbo
1756,ZF1,1,1,2002-09-07 20:12:00,2002-09-07 21:12:00,EI,CASH,100.00,0.00,100.00,6.54,false,dbo
1757,ZM1,2,1,2002-09-07 20:14:00,2002-09-07 21:23:00,EI,MC,480.00,19.00,461.00,30.16,false,dbo
1758,PJ1,1,2,2002-09-07 20:23:00,2002-09-07 21:45:00,EI,MC,390.00,14.50,375.50,24.57,false,dbo
1759,RH1,4,3,2002-09-08 11:00:00,2002-09-08 12:27:00,EI,AMEX,1120.00,0.00,1120.00,73.27,false,dbo
1760,ZM1,1,0,2002-09-08 11:36:00,2002-09-08 11:49:00,TG,MC,170.00,8.50,161.50,10.57,false,dbo
1761,ZM1,3,3,2002-09-08 11:38:00,2002-09-08 13:23:00,EI,VISA,540.00,0.00,540.00,35.33,false,dbo
1762,ZM1,2,2,2002-09-08 12:20:00,2002-09-08 14:02:00,EI,CHK,640.00,0.00,640.00,41.87,false,dbo
1763,ZM1,1,3,2002-09-08 18:35:00,2002-09-08 19:35:00,EI,CASH,380.00,0.00,380.00,24.86,false,dbo
1764,ZM1,5,3,2002-09-08 18:39:00,2002-09-08 20:52:00,EI,CASH,1300.00,187.50,1112.50,72.78,false,dbo
1765,ZF1,4,4,2002-09-08 18:46:00,2002-09-08 20:00:00,EI,MC,1540.00,149.00,1391.00,91.00,false,dbo
1766,ZM1,3,5,2002-09-08 18:56:00,2002-09-08 19:57:00,EI,MC,355.00,12.75,342.25,22.39,false,dbo
1767,RH1,4,5,2002-09-08 18:58:00,2002-09-08 20:26:00,EI,CASH,1510.00,226.50,1283.50,83.97,false,dbo
1768,ZM1,3,3,2002-09-08 19:00:00,2002-09-08 19:45:00,EI,AMEX,250.00,0.00,250.00,16.36,false,dbo
1769,ZF1,4,3,2002-09-08 19:34:00,2002-09-08 20:53:00,EI,CASH,870.00,0.00,870.00,56.92,false,dbo
1041,ZM1,2,1,2002-05-31 12:15:00,2002-05-31 14:33:00,EI,CASH,280.00,0.00,280.00,18.32,false,dbo
1042,ZM1,4,2,2002-05-31 12:27:00,2002-05-31 14:38:00,EI,CHK,600.00,0.00,600.00,39.25,false,dbo
1043,ZF1,4,1,2002-05-31 19:16:00,2002-05-31 20:07:00,EI,AMEX,690.00,0.00,690.00,45.14,false,dbo
1044,ZM1,4,2,2002-05-31 19:25:00,2002-05-31 21:30:00,EI,VISA,100.00,0.00,100.00,6.54,false,dbo
1045,ZF1,5,3,2002-05-31 19:36:00,2002-05-31 21:10:00,EI,CASH,1885.00,260.25,1624.75,106.29,false,dbo
1046,ZM1,5,4,2002-05-31 19:42:00,2002-05-31 21:51:00,EI,CASH,1580.00,222.00,1358.00,88.84,false,dbo
1047,ZF1,4,4,2002-06-01 10:48:00,2002-06-01 12:26:00,EI,CASH,410.00,0.00,410.00,26.82,false,dbo
1048,RH2,5,5,2002-06-01 11:05:00,2002-06-01 13:11:00,EI,MC,1680.00,158.00,1522.00,99.57,false,dbo
1049,ZF1,3,1,2002-06-01 11:16:00,2002-06-01 13:16:00,EI,MC,270.00,13.50,256.50,16.78,false,dbo
1050,PJ1,2,1,2002-06-01 11:18:00,2002-06-01 12:58:00,EI,CASH,640.00,0.00,640.00,41.87,false,dbo
1051,PJ1,6,4,2002-06-01 11:44:00,2002-06-01 12:32:00,EI,MC,1150.00,110.00,1040.00,68.04,false,dbo
1052,ZM1,4,2,2002-06-01 12:26:00,2002-06-01 13:27:00,EI,AMEX,2125.00,197.50,1927.50,126.10,false,dbo
1053,ZF1,4,4,2002-06-01 18:49:00,2002-06-01 20:41:00,EI,CASH,230.00,0.00,230.00,15.05,false,dbo
1054,ZF1,2,5,2002-06-01 18:59:00,2002-06-01 20:07:00,EI,MC,410.00,15.50,394.50,25.81,false,dbo
1055,PH1,6,1,2002-06-01 19:01:00,2002-06-01 20:00:00,EI,MC,1250.00,115.00,1135.00,74.25,false,dbo
1056,ZM1,5,1,2002-06-01 19:11:00,2002-06-01 20:47:00,EI,CASH,1320.00,183.00,1137.00,74.38,false,dbo
1057,ZF1,2,1,2002-06-01 19:18:00,2002-06-01 21:11:00,EI,CASH,310.00,0.00,310.00,20.28,false,dbo
1058,ZF1,6,3,2002-06-01 19:30:00,2002-06-01 21:54:00,EI,VISA,1120.00,102.00,1018.00,66.60,false,dbo
1059,ZF1,3,3,2002-06-01 19:33:00,2002-06-01 20:45:00,EI,AMEX,270.00,0.00,270.00,17.66,false,dbo
1060,ZM1,1,0,2002-06-01 19:52:00,2002-06-01 20:02:00,TG,AMEX,280.00,0.00,280.00,18.32,false,dbo
1061,ZM1,1,5,2002-06-01 19:54:00,2002-06-01 21:00:00,EI,MC,400.00,12.50,387.50,25.35,false,dbo
1062,PJ1,4,5,2002-06-01 19:56:00,2002-06-01 21:50:00,EI,CASH,400.00,0.00,400.00,26.17,false,dbo
1063,ZM1,3,4,2002-06-01 20:04:00,2002-06-01 21:57:00,EI,CHK,1590.00,149.00,1441.00,94.27,false,dbo
1064,ZM1,2,5,2002-06-02 10:50:00,2002-06-02 11:33:00,EI,CHK,580.00,0.00,580.00,37.94,false,dbo
1065,ZF1,3,1,2002-06-02 11:01:00,2002-06-02 13:04:00,EI,CASH,1205.00,165.75,1039.25,67.99,false,dbo
1066,PH1,3,1,2002-06-02 11:11:00,2002-06-02 12:55:00,EI,CHK,535.00,0.00,535.00,35.00,false,dbo
1067,ZF1,5,4,2002-06-02 11:40:00,2002-06-02 13:06:00,EI,CASH,1140.00,156.00,984.00,64.37,false,dbo
1068,ZF1,4,3,2002-06-02 18:31:00,2002-06-02 19:27:00,EI,CASH,340.00,0.00,340.00,22.24,false,dbo
1069,ZF1,4,4,2002-06-02 18:47:00,2002-06-02 19:43:00,EI,CASH,1150.00,157.50,992.50,64.93,false,dbo
1070,ZF1,1,4,2002-06-02 18:48:00,2002-06-02 20:47:00,EI,CHK,635.00,0.00,635.00,41.54,false,dbo
1071,ZM1,6,1,2002-06-02 19:10:00,2002-06-02 20:37:00,EI,VISA,1250.00,120.00,1130.00,73.93,false,dbo
1072,ZM1,2,4,2002-06-03 11:40:00,2002-06-03 12:45:00,EI,CHK,490.00,0.00,490.00,32.06,false,dbo
1073,ZF1,3,4,2002-06-03 19:41:00,2002-06-03 21:15:00,EI,CHK,260.00,0.00,260.00,17.01,false,dbo
1074,ZM1,3,1,2002-06-04 11:18:00,2002-06-04 11:51:00,EI,MC,310.00,13.00,297.00,19.43,false,dbo
1075,PJ1,2,2,2002-06-04 19:24:00,2002-06-04 21:08:00,EI,MC,740.00,32.00,708.00,46.32,false,dbo
1076,ZM1,1,1,2002-06-04 20:19:00,2002-06-04 22:39:00,EI,CHK,330.00,0.00,330.00,21.59,false,dbo
1077,ZF1,2,5,2002-06-05 10:57:00,2002-06-05 12:54:00,EI,MC,585.00,24.25,560.75,36.68,false,dbo
1078,PJ1,3,3,2002-06-05 18:33:00,2002-06-05 20:30:00,EI,CHK,235.00,0.00,235.00,15.37,false,dbo
1079,ZF1,3,3,2002-06-05 18:36:00,2002-06-05 19:13:00,EI,CASH,430.00,0.00,430.00,28.13,false,dbo
1080,RH2,1,0,2002-06-05 19:15:00,2002-06-05 19:25:00,TG,CASH,1050.00,157.50,892.50,58.39,false,dbo
1081,ZF1,2,2,2002-06-05 19:25:00,2002-06-05 20:46:00,EI,CASH,570.00,0.00,570.00,37.29,false,dbo
1082,PJ1,4,2,2002-06-06 11:25:00,2002-06-06 12:18:00,EI,MC,970.00,43.50,926.50,60.61,false,dbo
1083,PH1,3,1,2002-06-06 20:18:00,2002-06-06 21:01:00,EI,MC,375.00,18.75,356.25,23.31,false,dbo
1084,ZM1,2,4,2002-06-07 10:42:00,2002-06-07 12:19:00,EI,CASH,820.00,0.00,820.00,53.64,false,dbo
1085,ZF1,1,5,2002-06-07 12:05:00,2002-06-07 13:06:00,EI,CASH,365.00,0.00,365.00,23.88,false,dbo
1086,RH2,1,2,2002-06-07 12:25:00,2002-06-07 13:50:00,EI,CHK,925.00,0.00,925.00,60.51,false,dbo
1087,ZF1,1,3,2002-06-07 18:33:00,2002-06-07 19:22:00,EI,CASH,450.00,0.00,450.00,29.44,false,dbo
1088,ZF1,4,3,2002-06-07 18:38:00,2002-06-07 20:06:00,EI,CASH,470.00,0.00,470.00,30.75,false,dbo
1089,ZM1,4,3,2002-06-07 19:03:00,2002-06-07 20:13:00,EI,CHK,380.00,0.00,380.00,24.86,false,dbo
1090,ZF1,4,2,2002-06-07 19:27:00,2002-06-07 20:11:00,EI,CHK,880.00,0.00,880.00,57.57,false,dbo
1091,ZM1,3,4,2002-06-07 19:42:00,2002-06-07 20:37:00,EI,CHK,1570.00,147.00,1423.00,93.09,false,dbo
1092,ZF1,2,8,2002-06-07 20:08:00,2002-06-07 21:36:00,EI,CASH,505.00,0.00,505.00,33.04,false,dbo
1093,PH1,3,1,2002-06-07 20:13:00,2002-06-07 21:19:00,EI,CASH,1550.00,217.50,1332.50,87.17,false,dbo
1094,ZF1,6,4,2002-06-08 10:42:00,2002-06-08 11:40:00,EI,VISA,1160.00,116.00,1044.00,68.30,false,dbo
1095,ZM1,1,4,2002-06-08 10:43:00,2002-06-08 11:32:00,EI,CASH,350.00,0.00,350.00,22.90,false,dbo
1096,ZM1,3,3,2002-06-08 11:00:00,2002-06-08 12:21:00,EI,CASH,455.00,0.00,455.00,29.77,false,dbo
1097,ZM1,4,1,2002-06-08 11:17:00,2002-06-08 13:14:00,EI,MC,860.00,43.00,817.00,53.45,false,dbo
1098,ZM1,2,1,2002-06-08 11:19:00,2002-06-08 13:12:00,EI,CASH,450.00,0.00,450.00,29.44,false,dbo
1099,RH1,5,3,2002-06-08 11:38:00,2002-06-08 13:42:00,EI,CHK,1300.00,115.00,1185.00,77.52,false,dbo
1100,ZF1,1,0,2002-06-08 11:42:00,2002-06-08 11:52:00,TG,CASH,2200.00,410.00,1790.00,117.10,false,dbo
1101,ZM1,5,5,2002-06-08 11:56:00,2002-06-08 12:59:00,EI,CASH,1130.00,162.00,968.00,63.33,false,dbo
1102,ZF1,2,4,2002-06-08 18:42:00,2002-06-08 20:07:00,EI,CASH,790.00,0.00,790.00,51.68,false,dbo
1103,ZM1,5,5,2002-06-08 18:53:00,2002-06-08 20:13:00,EI,CASH,1620.00,220.50,1399.50,91.56,false,dbo
1104,ZM1,5,5,2002-06-08 18:59:00,2002-06-08 20:29:00,EI,CHK,1210.00,111.00,1099.00,71.90,false,dbo
1105,ZM1,2,2,2002-06-08 19:24:00,2002-06-08 20:14:00,EI,CASH,840.00,0.00,840.00,54.95,false,dbo
1106,AC1,2,2,2002-06-08 19:29:00,2002-06-08 20:13:00,EI,CASH,310.00,0.00,310.00,20.28,false,dbo
1107,ZM1,2,4,2002-06-08 19:42:00,2002-06-08 20:50:00,EI,VISA,590.00,0.00,590.00,38.60,false,dbo
1108,ZM1,3,5,2002-06-08 19:51:00,2002-06-08 20:52:00,EI,CASH,1020.00,0.00,1020.00,66.73,false,dbo
1109,ZM1,4,5,2002-06-08 19:54:00,2002-06-08 20:36:00,EI,MC,355.00,12.75,342.25,22.39,false,dbo
1110,ZF1,5,5,2002-06-08 19:57:00,2002-06-08 21:28:00,EI,CASH,1610.00,226.50,1383.50,90.51,false,dbo
1111,RH2,3,1,2002-06-08 20:16:00,2002-06-08 21:18:00,EI,MC,300.00,10.00,290.00,18.97,false,dbo
1112,CS1,1,2,2002-06-08 20:21:00,2002-06-08 21:18:00,EI,MC,610.00,23.00,587.00,38.40,false,dbo
1113,ZF1,2,5,2002-06-09 10:53:00,2002-06-09 12:15:00,EI,CASH,730.00,0.00,730.00,47.76,false,dbo
1114,RH2,2,5,2002-06-09 10:58:00,2002-06-09 13:02:00,EI,VISA,380.00,0.00,380.00,24.86,false,dbo
1115,ZF1,6,1,2002-06-09 11:13:00,2002-06-09 13:23:00,EI,CHK,1430.00,128.00,1302.00,85.18,false,dbo
1116,ZF1,3,4,2002-06-09 11:48:00,2002-06-09 12:55:00,EI,CHK,1040.00,0.00,1040.00,68.04,false,dbo
1117,ZF1,1,1,2002-06-09 12:13:00,2002-06-09 12:54:00,EI,MC,480.00,24.00,456.00,29.83,false,dbo
1118,ZM1,2,3,2002-06-09 19:31:00,2002-06-09 21:36:00,EI,CASH,560.00,0.00,560.00,36.64,false,dbo
1119,ZM1,5,3,2002-06-09 19:35:00,2002-06-09 20:07:00,EI,CASH,1415.00,212.25,1202.75,78.68,false,dbo
1120,CS1,1,0,2002-06-09 19:57:00,2002-06-09 20:07:00,TG,MC,390.00,14.50,375.50,24.57,false,dbo
1121,ZM1,2,9,2002-06-09 20:09:00,2002-06-09 21:44:00,EI,MC,455.00,15.25,439.75,28.77,false,dbo
1122,ZM1,2,5,2002-06-10 10:56:00,2002-06-10 12:35:00,EI,MC,300.00,15.00,285.00,18.64,false,dbo
1123,ZF1,2,3,2002-06-10 11:00:00,2002-06-10 12:32:00,EI,MC,490.00,19.50,470.50,30.78,false,dbo
4810,ZM1,3,1,2003-12-05 12:14:00,2003-12-05 12:58:00,EI,CASH,1130.00,0.00,1130.00,73.93,false,dbo
1151,ZM1,2,1,2002-06-14 12:12:00,2002-06-14 12:42:00,EI,MC,345.00,12.25,332.75,21.77,false,dbo
1152,ZF1,2,3,2002-06-14 18:35:00,2002-06-14 19:20:00,EI,AMEX,690.00,0.00,690.00,45.14,false,dbo
1153,ZF1,4,8,2002-06-14 19:08:00,2002-06-14 19:57:00,EI,MC,180.00,9.00,171.00,11.19,false,dbo
1154,PH1,10,2,2002-06-14 19:23:00,2002-06-14 20:21:00,EI,CHK,2720.00,534.00,2186.00,143.01,false,dbo
1155,PH1,4,4,2002-06-15 10:46:00,2002-06-15 11:16:00,EI,CASH,1290.00,193.50,1096.50,71.73,false,dbo
1156,PH1,5,5,2002-06-15 10:56:00,2002-06-15 12:18:00,EI,CASH,2025.00,405.00,1620.00,105.98,false,dbo
1157,ZF1,3,5,2002-06-15 10:57:00,2002-06-15 11:45:00,EI,CASH,350.00,0.00,350.00,22.90,false,dbo
1158,ZF1,2,2,2002-06-15 11:27:00,2002-06-15 12:33:00,EI,CASH,470.00,0.00,470.00,30.75,false,dbo
1159,RH1,3,1,2002-06-15 12:11:00,2002-06-15 14:09:00,EI,CASH,1600.00,232.50,1367.50,89.46,false,dbo
1160,ZM1,1,0,2002-06-15 18:38:00,2002-06-15 18:48:00,TG,CASH,390.00,0.00,390.00,25.51,false,dbo
1161,PJ1,6,4,2002-06-15 18:45:00,2002-06-15 20:25:00,EI,MC,1255.00,110.50,1144.50,74.87,false,dbo
1162,ZM1,5,1,2002-06-15 19:01:00,2002-06-15 20:13:00,EI,CHK,1110.00,101.00,1009.00,66.01,false,dbo
1163,ZF1,3,3,2002-06-15 19:36:00,2002-06-15 20:23:00,EI,MC,900.00,37.50,862.50,56.43,false,dbo
1164,ZM1,3,3,2002-06-15 20:03:00,2002-06-15 20:51:00,EI,CASH,75.00,0.00,75.00,4.91,false,dbo
1165,ZF1,3,3,2002-06-16 11:34:00,2002-06-16 12:30:00,EI,CASH,480.00,0.00,480.00,31.40,false,dbo
